"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","16.12.2022 06:00 - 16.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10104","n/e","4411","2069","n/e","n/e","n/e","n/e","3346"
"Sweden (SE)","16.12.2022 07:00 - 16.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10696","n/e","4411","2057","n/e","n/e","n/e","n/e","3100"
"Sweden (SE)","16.12.2022 08:00 - 16.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10799","n/e","4410","2086","n/e","n/e","n/e","n/e","3145"
"Sweden (SE)","16.12.2022 09:00 - 16.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10850","n/e","4409","2091","n/e","n/e","n/e","n/e","3163"
"Sweden (SE)","16.12.2022 10:00 - 16.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10784","n/e","4409","2082","n/e","n/e","n/e","n/e","3177"
"Sweden (SE)","16.12.2022 11:00 - 16.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10674","n/e","4410","2104","n/e","n/e","n/e","n/e","3351"
"Sweden (SE)","16.12.2022 12:00 - 16.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10507","n/e","4409","2093","n/e","n/e","n/e","n/e","3480"
"Sweden (SE)","16.12.2022 13:00 - 16.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10429","n/e","4410","2078","n/e","n/e","n/e","n/e","3698"
"Sweden (SE)","16.12.2022 14:00 - 16.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10378","n/e","4410","1992","n/e","n/e","n/e","n/e","3827"
"Sweden (SE)","16.12.2022 15:00 - 16.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10350","n/e","4408","2006","n/e","n/e","n/e","n/e","3996"
"Sweden (SE)","16.12.2022 16:00 - 16.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10262","n/e","4407","2017","n/e","n/e","n/e","n/e","4049"
"Sweden (SE)","16.12.2022 17:00 - 16.12.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10105","n/e","4408","2021","n/e","n/e","n/e","n/e","4243"
"Sweden (SE)","16.12.2022 18:00 - 16.12.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9906","n/e","4409","1980","n/e","n/e","n/e","n/e","4299"
"Sweden (SE)","16.12.2022 19:00 - 16.12.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9782","n/e","4410","1993","n/e","n/e","n/e","n/e","4488"
"Sweden (SE)","16.12.2022 20:00 - 16.12.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9667","n/e","4410","1984","n/e","n/e","n/e","n/e","4663"
"Sweden (SE)","16.12.2022 21:00 - 16.12.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8936","n/e","4411","1917","n/e","n/e","n/e","n/e","4718"
"Sweden (SE)","16.12.2022 22:00 - 16.12.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8731","n/e","4410","1945","n/e","n/e","n/e","n/e","4788"
"Sweden (SE)","16.12.2022 23:00 - 17.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8695","n/e","4410","1933","n/e","n/e","n/e","n/e","4917"
"Sweden (SE)","17.12.2022 00:00 - 17.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8372","n/e","4412","1989","n/e","n/e","n/e","n/e","4969"
"Sweden (SE)","17.12.2022 01:00 - 17.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8403","n/e","4413","1985","n/e","n/e","n/e","n/e","5269"
"Sweden (SE)","17.12.2022 02:00 - 17.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8386","n/e","4413","1920","n/e","n/e","n/e","n/e","5504"
"Sweden (SE)","17.12.2022 03:00 - 17.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8347","n/e","4413","1908","n/e","n/e","n/e","n/e","5684"
"Sweden (SE)","17.12.2022 04:00 - 17.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8140","n/e","4412","1900","n/e","n/e","n/e","n/e","5953"
"Sweden (SE)","17.12.2022 05:00 - 17.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8394","n/e","4412","1903","n/e","n/e","n/e","n/e","6115"
"Sweden (SE)","17.12.2022 06:00 - 17.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9152","n/e","4412","1908","n/e","n/e","n/e","n/e","6083"
"Sweden (SE)","17.12.2022 07:00 - 17.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9356","n/e","4412","1935","n/e","n/e","n/e","n/e","6155"
"Sweden (SE)","17.12.2022 08:00 - 17.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9452","n/e","4410","1914","n/e","n/e","n/e","n/e","6218"
"Sweden (SE)","17.12.2022 09:00 - 17.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9554","n/e","4411","1919","n/e","n/e","n/e","n/e","6116"
"Sweden (SE)","17.12.2022 10:00 - 17.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9591","n/e","4411","1935","n/e","n/e","n/e","n/e","5993"
"Sweden (SE)","17.12.2022 11:00 - 17.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9716","n/e","4409","1941","n/e","n/e","n/e","n/e","5692"
"Sweden (SE)","17.12.2022 12:00 - 17.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9957","n/e","4409","1917","n/e","n/e","n/e","n/e","5177"
"Sweden (SE)","17.12.2022 13:00 - 17.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10075","n/e","4409","1913","n/e","n/e","n/e","n/e","5100"
"Sweden (SE)","17.12.2022 14:00 - 17.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10179","n/e","4408","1955","n/e","n/e","n/e","n/e","4889"
"Sweden (SE)","17.12.2022 15:00 - 17.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10240","n/e","4408","1963","n/e","n/e","n/e","n/e","4893"
"Sweden (SE)","17.12.2022 16:00 - 17.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10189","n/e","4408","1965","n/e","n/e","n/e","n/e","4939"
"Sweden (SE)","17.12.2022 17:00 - 17.12.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10120","n/e","4408","1946","n/e","n/e","n/e","n/e","4971"
"Sweden (SE)","17.12.2022 18:00 - 17.12.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10105","n/e","4737","1953","n/e","n/e","n/e","n/e","5006"
"Sweden (SE)","17.12.2022 19:00 - 17.12.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9994","n/e","4868","1950","n/e","n/e","n/e","n/e","4963"
"Sweden (SE)","17.12.2022 20:00 - 17.12.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9841","n/e","5012","1963","n/e","n/e","n/e","n/e","5042"
"Sweden (SE)","17.12.2022 21:00 - 17.12.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9668","n/e","5117","1955","n/e","n/e","n/e","n/e","4891"
"Sweden (SE)","17.12.2022 22:00 - 17.12.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9432","n/e","5171","1921","n/e","n/e","n/e","n/e","4826"
"Sweden (SE)","17.12.2022 23:00 - 18.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9377","n/e","5194","1911","n/e","n/e","n/e","n/e","4875"
"Sweden (SE)","18.12.2022 00:00 - 18.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8982","n/e","5234","1719","n/e","n/e","n/e","n/e","5048"
"Sweden (SE)","18.12.2022 01:00 - 18.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8760","n/e","5305","1739","n/e","n/e","n/e","n/e","5378"
"Sweden (SE)","18.12.2022 02:00 - 18.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8702","n/e","5305","1687","n/e","n/e","n/e","n/e","5592"
"Sweden (SE)","18.12.2022 03:00 - 18.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8612","n/e","5306","1650","n/e","n/e","n/e","n/e","5799"
"Sweden (SE)","18.12.2022 04:00 - 18.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8362","n/e","5332","1642","n/e","n/e","n/e","n/e","6030"
"Sweden (SE)","18.12.2022 05:00 - 18.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8292","n/e","5384","1664","n/e","n/e","n/e","n/e","6385"
"Sweden (SE)","18.12.2022 06:00 - 18.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8190","n/e","5411","1675","n/e","n/e","n/e","n/e","6676"
"Sweden (SE)","18.12.2022 07:00 - 18.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8203","n/e","5410","1704","n/e","n/e","n/e","n/e","7023"
"Sweden (SE)","18.12.2022 08:00 - 18.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8199","n/e","5410","1703","n/e","n/e","n/e","n/e","7251"
"Sweden (SE)","18.12.2022 09:00 - 18.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8222","n/e","5409","1712","n/e","n/e","n/e","n/e","7349"
"Sweden (SE)","18.12.2022 10:00 - 18.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8321","n/e","5408","1661","n/e","n/e","n/e","n/e","7420"
"Sweden (SE)","18.12.2022 11:00 - 18.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8365","n/e","5408","1592","n/e","n/e","n/e","n/e","7240"
"Sweden (SE)","18.12.2022 12:00 - 18.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8345","n/e","5408","1586","n/e","n/e","n/e","n/e","7109"
"Sweden (SE)","18.12.2022 13:00 - 18.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8289","n/e","5410","1616","n/e","n/e","n/e","n/e","6993"
"Sweden (SE)","18.12.2022 14:00 - 18.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8242","n/e","5409","1593","n/e","n/e","n/e","n/e","6761"
"Sweden (SE)","18.12.2022 15:00 - 18.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8142","n/e","5411","1648","n/e","n/e","n/e","n/e","6763"
"Sweden (SE)","18.12.2022 16:00 - 18.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8016","n/e","5411","1644","n/e","n/e","n/e","n/e","6869"
"Sweden (SE)","18.12.2022 17:00 - 18.12.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7972","n/e","5410","1644","n/e","n/e","n/e","n/e","7112"
"Sweden (SE)","18.12.2022 18:00 - 18.12.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7617","n/e","5412","1651","n/e","n/e","n/e","n/e","7325"
"Sweden (SE)","18.12.2022 19:00 - 18.12.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7427","n/e","5411","1627","n/e","n/e","n/e","n/e","7514"
"Sweden (SE)","18.12.2022 20:00 - 18.12.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7079","n/e","5411","1605","n/e","n/e","n/e","n/e","7729"
"Sweden (SE)","18.12.2022 21:00 - 18.12.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6913","n/e","5411","1597","n/e","n/e","n/e","n/e","7786"
"Sweden (SE)","18.12.2022 22:00 - 18.12.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6921","n/e","5411","1524","n/e","n/e","n/e","n/e","7898"
"Sweden (SE)","18.12.2022 23:00 - 19.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6897","n/e","5410","1501","n/e","n/e","n/e","n/e","7978"
"Sweden (SE)","19.12.2022 00:00 - 19.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6690","n/e","5410","1491","n/e","n/e","n/e","n/e","7799"
"Sweden (SE)","19.12.2022 01:00 - 19.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6664","n/e","5410","1473","n/e","n/e","n/e","n/e","7634"
"Sweden (SE)","19.12.2022 02:00 - 19.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6662","n/e","5410","1511","n/e","n/e","n/e","n/e","7571"
"Sweden (SE)","19.12.2022 03:00 - 19.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6659","n/e","5411","1525","n/e","n/e","n/e","n/e","7383"
"Sweden (SE)","19.12.2022 04:00 - 19.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7149","n/e","5411","1536","n/e","n/e","n/e","n/e","7173"
"Sweden (SE)","19.12.2022 05:00 - 19.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7629","n/e","5411","1557","n/e","n/e","n/e","n/e","7051"
"Sweden (SE)","19.12.2022 06:00 - 19.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8317","n/e","5410","1591","n/e","n/e","n/e","n/e","6810"
"Sweden (SE)","19.12.2022 07:00 - 19.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8955","n/e","5411","1636","n/e","n/e","n/e","n/e","6479"
"Sweden (SE)","19.12.2022 08:00 - 19.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9381","n/e","5412","1669","n/e","n/e","n/e","n/e","6080"
"Sweden (SE)","19.12.2022 09:00 - 19.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9472","n/e","5427","1683","n/e","n/e","n/e","n/e","5648"
"Sweden (SE)","19.12.2022 10:00 - 19.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9589","n/e","5442","1695","n/e","n/e","n/e","n/e","5242"
"Sweden (SE)","19.12.2022 11:00 - 19.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9650","n/e","5440","1694","n/e","n/e","n/e","n/e","4782"
"Sweden (SE)","19.12.2022 12:00 - 19.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9876","n/e","5441","1678","n/e","n/e","n/e","n/e","4368"
"Sweden (SE)","19.12.2022 13:00 - 19.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9999","n/e","5453","1696","n/e","n/e","n/e","n/e","4059"
"Sweden (SE)","19.12.2022 14:00 - 19.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10021","n/e","5466","1671","n/e","n/e","n/e","n/e","3647"
"Sweden (SE)","19.12.2022 15:00 - 19.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10234","n/e","5467","1666","n/e","n/e","n/e","n/e","3261"
"Sweden (SE)","19.12.2022 16:00 - 19.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10468","n/e","5467","1667","n/e","n/e","n/e","n/e","2948"
"Sweden (SE)","19.12.2022 17:00 - 19.12.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10562","n/e","5478","1663","n/e","n/e","n/e","n/e","2741"
"Sweden (SE)","19.12.2022 18:00 - 19.12.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10505","n/e","5511","1660","n/e","n/e","n/e","n/e","2612"
"Sweden (SE)","19.12.2022 19:00 - 19.12.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10386","n/e","5510","1607","n/e","n/e","n/e","n/e","2573"
"Sweden (SE)","19.12.2022 20:00 - 19.12.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10184","n/e","5510","1580","n/e","n/e","n/e","n/e","2498"
"Sweden (SE)","19.12.2022 21:00 - 19.12.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9761","n/e","5524","1556","n/e","n/e","n/e","n/e","2522"
"Sweden (SE)","19.12.2022 22:00 - 19.12.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9453","n/e","5539","1514","n/e","n/e","n/e","n/e","2683"
"Sweden (SE)","19.12.2022 23:00 - 20.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8706","n/e","5537","1475","n/e","n/e","n/e","n/e","2928"
"Sweden (SE)","20.12.2022 00:00 - 20.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7888","n/e","5537","1378","n/e","n/e","n/e","n/e","2978"
"Sweden (SE)","20.12.2022 01:00 - 20.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7370","n/e","5539","1340","n/e","n/e","n/e","n/e","3137"
"Sweden (SE)","20.12.2022 02:00 - 20.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7222","n/e","5544","1329","n/e","n/e","n/e","n/e","3359"
"Sweden (SE)","20.12.2022 03:00 - 20.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6879","n/e","5545","1334","n/e","n/e","n/e","n/e","3647"
"Sweden (SE)","20.12.2022 04:00 - 20.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6969","n/e","5545","1336","n/e","n/e","n/e","n/e","3869"
"Sweden (SE)","20.12.2022 05:00 - 20.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7488","n/e","5558","1340","n/e","n/e","n/e","n/e","4127"
"Sweden (SE)","20.12.2022 06:00 - 20.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8651","n/e","5588","1343","n/e","n/e","n/e","n/e","4406"
"Sweden (SE)","20.12.2022 07:00 - 20.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9150","n/e","5588","1321","n/e","n/e","n/e","n/e","4583"
"Sweden (SE)","20.12.2022 08:00 - 20.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9224","n/e","5589","1332","n/e","n/e","n/e","n/e","4648"
"Sweden (SE)","20.12.2022 09:00 - 20.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9223","n/e","5623","1312","n/e","n/e","n/e","n/e","4686"
"Sweden (SE)","20.12.2022 10:00 - 20.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9343","n/e","5622","1307","n/e","n/e","n/e","n/e","4608"
"Sweden (SE)","20.12.2022 11:00 - 20.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9395","n/e","5623","1312","n/e","n/e","n/e","n/e","4447"
"Sweden (SE)","20.12.2022 12:00 - 20.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9593","n/e","5623","1269","n/e","n/e","n/e","n/e","4265"
"Sweden (SE)","20.12.2022 13:00 - 20.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9768","n/e","5637","1289","n/e","n/e","n/e","n/e","4007"
"Sweden (SE)","20.12.2022 14:00 - 20.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10109","n/e","5652","1257","n/e","n/e","n/e","n/e","3856"
"Sweden (SE)","20.12.2022 15:00 - 20.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10396","n/e","5651","1266","n/e","n/e","n/e","n/e","3788"
"Sweden (SE)","20.12.2022 16:00 - 20.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10592","n/e","5676","1278","n/e","n/e","n/e","n/e","3725"
