"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","15.01.2024 12:00 - 15.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11484","n/e","6310","1461","n/e","54","n/e","n/e","5846"
"Sweden (SE)","15.01.2024 13:00 - 15.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11536","n/e","6310","1351","n/e","46","n/e","n/e","5891"
"Sweden (SE)","15.01.2024 14:00 - 15.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11622","n/e","6310","1382","n/e","24","n/e","n/e","5945"
"Sweden (SE)","15.01.2024 15:00 - 15.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11594","n/e","6309","1411","n/e","6","n/e","n/e","6124"
"Sweden (SE)","15.01.2024 16:00 - 15.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11838","n/e","6309","1386","n/e","0","n/e","n/e","6242"
"Sweden (SE)","15.01.2024 17:00 - 15.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11812","n/e","6309","1373","n/e","0","n/e","n/e","6182"
"Sweden (SE)","15.01.2024 18:00 - 15.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11672","n/e","6309","1341","n/e","0","n/e","n/e","6108"
"Sweden (SE)","15.01.2024 19:00 - 15.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11633","n/e","6309","1341","n/e","0","n/e","n/e","5872"
"Sweden (SE)","15.01.2024 20:00 - 15.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11528","n/e","6309","1348","n/e","0","n/e","n/e","5591"
"Sweden (SE)","15.01.2024 21:00 - 15.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11114","n/e","6312","1272","n/e","0","n/e","n/e","5294"
"Sweden (SE)","15.01.2024 22:00 - 15.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10694","n/e","6311","1204","n/e","0","n/e","n/e","5070"
"Sweden (SE)","15.01.2024 23:00 - 16.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10575","n/e","6312","1172","n/e","0","n/e","n/e","4743"
"Sweden (SE)","16.01.2024 00:00 - 16.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10271","n/e","6312","1117","n/e","0","n/e","n/e","4392"
"Sweden (SE)","16.01.2024 01:00 - 16.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10030","n/e","6311","1102","n/e","0","n/e","n/e","4058"
"Sweden (SE)","16.01.2024 02:00 - 16.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10076","n/e","6312","1096","n/e","0","n/e","n/e","3678"
"Sweden (SE)","16.01.2024 03:00 - 16.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10111","n/e","6311","1098","n/e","0","n/e","n/e","3336"
"Sweden (SE)","16.01.2024 04:00 - 16.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10200","n/e","6312","1119","n/e","0","n/e","n/e","3013"
"Sweden (SE)","16.01.2024 05:00 - 16.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10693","n/e","6312","1255","n/e","0","n/e","n/e","2785"
"Sweden (SE)","16.01.2024 06:00 - 16.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11808","n/e","6312","1494","n/e","0","n/e","n/e","2663"
"Sweden (SE)","16.01.2024 07:00 - 16.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12314","n/e","6314","1577","n/e","0","n/e","n/e","2555"
"Sweden (SE)","16.01.2024 08:00 - 16.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12396","n/e","6313","1626","n/e","2","n/e","n/e","2543"
"Sweden (SE)","16.01.2024 09:00 - 16.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12500","n/e","6310","1538","n/e","16","n/e","n/e","2727"
"Sweden (SE)","16.01.2024 10:00 - 16.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12406","n/e","6307","1594","n/e","60","n/e","n/e","2966"
"Sweden (SE)","16.01.2024 11:00 - 16.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12330","n/e","6309","1526","n/e","113","n/e","n/e","3295"
"Sweden (SE)","16.01.2024 12:00 - 16.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12324","n/e","6311","1488","n/e","129","n/e","n/e","3373"
"Sweden (SE)","16.01.2024 13:00 - 16.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12227","n/e","6312","1453","n/e","94","n/e","n/e","3530"
"Sweden (SE)","16.01.2024 14:00 - 16.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12128","n/e","6320","1415","n/e","44","n/e","n/e","3781"
"Sweden (SE)","16.01.2024 15:00 - 16.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12009","n/e","6329","1394","n/e","11","n/e","n/e","4070"
"Sweden (SE)","16.01.2024 16:00 - 16.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12052","n/e","6328","1385","n/e","0","n/e","n/e","4561"
"Sweden (SE)","16.01.2024 17:00 - 16.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12123","n/e","6330","1429","n/e","0","n/e","n/e","5007"
"Sweden (SE)","16.01.2024 18:00 - 16.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12019","n/e","6337","1373","n/e","0","n/e","n/e","5464"
"Sweden (SE)","16.01.2024 19:00 - 16.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11849","n/e","6347","1265","n/e","0","n/e","n/e","5907"
"Sweden (SE)","16.01.2024 20:00 - 16.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11746","n/e","6346","1174","n/e","0","n/e","n/e","6078"
"Sweden (SE)","16.01.2024 21:00 - 16.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11233","n/e","6347","1075","n/e","0","n/e","n/e","6084"
"Sweden (SE)","16.01.2024 22:00 - 16.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11070","n/e","6348","1051","n/e","0","n/e","n/e","6130"
"Sweden (SE)","16.01.2024 23:00 - 17.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10862","n/e","6349","1024","n/e","0","n/e","n/e","5973"
"Sweden (SE)","17.01.2024 00:00 - 17.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10095","n/e","6342","929","n/e","0","n/e","n/e","6095"
"Sweden (SE)","17.01.2024 01:00 - 17.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9961","n/e","6334","924","n/e","0","n/e","n/e","5974"
"Sweden (SE)","17.01.2024 02:00 - 17.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9925","n/e","6334","940","n/e","0","n/e","n/e","5856"
"Sweden (SE)","17.01.2024 03:00 - 17.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9857","n/e","6332","903","n/e","0","n/e","n/e","5756"
"Sweden (SE)","17.01.2024 04:00 - 17.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9964","n/e","6333","898","n/e","0","n/e","n/e","6010"
"Sweden (SE)","17.01.2024 05:00 - 17.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10312","n/e","6333","926","n/e","0","n/e","n/e","6194"
"Sweden (SE)","17.01.2024 06:00 - 17.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11218","n/e","6334","1050","n/e","0","n/e","n/e","6466"
"Sweden (SE)","17.01.2024 07:00 - 17.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11704","n/e","6329","1192","n/e","0","n/e","n/e","6552"
"Sweden (SE)","17.01.2024 08:00 - 17.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12369","n/e","6328","1266","n/e","0","n/e","n/e","6581"
"Sweden (SE)","17.01.2024 09:00 - 17.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12386","n/e","6330","1397","n/e","2","n/e","n/e","6638"
"Sweden (SE)","17.01.2024 10:00 - 17.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12325","n/e","6326","1444","n/e","10","n/e","n/e","6672"
"Sweden (SE)","17.01.2024 11:00 - 17.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12300","n/e","6326","1449","n/e","16","n/e","n/e","6753"
"Sweden (SE)","17.01.2024 12:00 - 17.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12122","n/e","6327","1427","n/e","18","n/e","n/e","6764"
"Sweden (SE)","17.01.2024 13:00 - 17.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11982","n/e","6327","1402","n/e","15","n/e","n/e","6964"
"Sweden (SE)","17.01.2024 14:00 - 17.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11801","n/e","6328","1404","n/e","9","n/e","n/e","7201"
"Sweden (SE)","17.01.2024 15:00 - 17.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11615","n/e","6330","1396","n/e","2","n/e","n/e","7455"
"Sweden (SE)","17.01.2024 16:00 - 17.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10983","n/e","6331","1399","n/e","0","n/e","n/e","7727"
"Sweden (SE)","17.01.2024 17:00 - 17.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10730","n/e","6332","1404","n/e","0","n/e","n/e","7946"
"Sweden (SE)","17.01.2024 18:00 - 17.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10488","n/e","6332","1413","n/e","0","n/e","n/e","7848"
"Sweden (SE)","17.01.2024 19:00 - 17.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10293","n/e","6333","1404","n/e","0","n/e","n/e","7743"
"Sweden (SE)","17.01.2024 20:00 - 17.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10113","n/e","6332","1373","n/e","0","n/e","n/e","7610"
"Sweden (SE)","17.01.2024 21:00 - 17.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9992","n/e","6350","1234","n/e","0","n/e","n/e","7502"
"Sweden (SE)","17.01.2024 22:00 - 17.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9720","n/e","6352","1083","n/e","0","n/e","n/e","7329"
"Sweden (SE)","17.01.2024 23:00 - 18.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9477","n/e","6351","1008","n/e","0","n/e","n/e","7103"
"Sweden (SE)","18.01.2024 00:00 - 18.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8802","n/e","6352","1096","n/e","0","n/e","n/e","6624"
"Sweden (SE)","18.01.2024 01:00 - 18.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8706","n/e","6350","1101","n/e","0","n/e","n/e","6488"
"Sweden (SE)","18.01.2024 02:00 - 18.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8539","n/e","6350","1086","n/e","0","n/e","n/e","6419"
"Sweden (SE)","18.01.2024 03:00 - 18.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8381","n/e","6350","1099","n/e","0","n/e","n/e","6554"
"Sweden (SE)","18.01.2024 04:00 - 18.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8605","n/e","6351","1122","n/e","0","n/e","n/e","6687"
"Sweden (SE)","18.01.2024 05:00 - 18.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8886","n/e","6349","1162","n/e","0","n/e","n/e","6903"
"Sweden (SE)","18.01.2024 06:00 - 18.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9262","n/e","6350","1292","n/e","0","n/e","n/e","6914"
"Sweden (SE)","18.01.2024 07:00 - 18.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9471","n/e","6349","1476","n/e","0","n/e","n/e","7137"
"Sweden (SE)","18.01.2024 08:00 - 18.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9437","n/e","6351","1482","n/e","2","n/e","n/e","7292"
"Sweden (SE)","18.01.2024 09:00 - 18.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9438","n/e","6352","1494","n/e","18","n/e","n/e","7414"
"Sweden (SE)","18.01.2024 10:00 - 18.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9600","n/e","6352","1471","n/e","60","n/e","n/e","7520"
"Sweden (SE)","18.01.2024 11:00 - 18.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9626","n/e","6352","1428","n/e","109","n/e","n/e","7496"
"Sweden (SE)","18.01.2024 12:00 - 18.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9834","n/e","6354","1389","n/e","126","n/e","n/e","7394"
"Sweden (SE)","18.01.2024 13:00 - 18.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9880","n/e","6355","1359","n/e","96","n/e","n/e","7441"
"Sweden (SE)","18.01.2024 14:00 - 18.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10042","n/e","6355","1351","n/e","51","n/e","n/e","7449"
"Sweden (SE)","18.01.2024 15:00 - 18.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10234","n/e","6354","1327","n/e","11","n/e","n/e","7536"
"Sweden (SE)","18.01.2024 16:00 - 18.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10351","n/e","6355","1337","n/e","1","n/e","n/e","7605"
"Sweden (SE)","18.01.2024 17:00 - 18.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10423","n/e","6355","1378","n/e","0","n/e","n/e","7501"
"Sweden (SE)","18.01.2024 18:00 - 18.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10392","n/e","6354","1390","n/e","0","n/e","n/e","7447"
"Sweden (SE)","18.01.2024 19:00 - 18.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10376","n/e","6356","1338","n/e","0","n/e","n/e","7298"
"Sweden (SE)","18.01.2024 20:00 - 18.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10321","n/e","6354","1188","n/e","0","n/e","n/e","7268"
"Sweden (SE)","18.01.2024 21:00 - 18.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10195","n/e","6354","1110","n/e","0","n/e","n/e","7236"
"Sweden (SE)","18.01.2024 22:00 - 18.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9976","n/e","6353","1027","n/e","0","n/e","n/e","7198"
"Sweden (SE)","18.01.2024 23:00 - 19.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9886","n/e","6354","972","n/e","0","n/e","n/e","7281"
"Sweden (SE)","19.01.2024 00:00 - 19.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9899","n/e","6353","936","n/e","0","n/e","n/e","7274"
"Sweden (SE)","19.01.2024 01:00 - 19.01.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9780","n/e","6354","914","n/e","0","n/e","n/e","7393"
"Sweden (SE)","19.01.2024 02:00 - 19.01.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9755","n/e","6352","912","n/e","0","n/e","n/e","7336"
"Sweden (SE)","19.01.2024 03:00 - 19.01.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9676","n/e","6352","912","n/e","0","n/e","n/e","7343"
"Sweden (SE)","19.01.2024 04:00 - 19.01.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9825","n/e","6353","911","n/e","0","n/e","n/e","7228"
"Sweden (SE)","19.01.2024 05:00 - 19.01.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10096","n/e","6353","912","n/e","0","n/e","n/e","7024"
"Sweden (SE)","19.01.2024 06:00 - 19.01.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10643","n/e","6353","991","n/e","0","n/e","n/e","6727"
"Sweden (SE)","19.01.2024 07:00 - 19.01.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11164","n/e","6352","1054","n/e","0","n/e","n/e","6451"
"Sweden (SE)","19.01.2024 08:00 - 19.01.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11507","n/e","6098","1061","n/e","2","n/e","n/e","6209"
"Sweden (SE)","19.01.2024 09:00 - 19.01.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11825","n/e","5842","1039","n/e","11","n/e","n/e","5758"
"Sweden (SE)","19.01.2024 10:00 - 19.01.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12010","n/e","5587","1044","n/e","45","n/e","n/e","5312"
"Sweden (SE)","19.01.2024 11:00 - 19.01.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12027","n/e","5586","1057","n/e","78","n/e","n/e","4837"
"Sweden (SE)","19.01.2024 12:00 - 19.01.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12105","n/e","5586","1081","n/e","90","n/e","n/e","4497"
"Sweden (SE)","19.01.2024 13:00 - 19.01.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12099","n/e","5587","1067","n/e","66","n/e","n/e","4319"
"Sweden (SE)","19.01.2024 14:00 - 19.01.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12095","n/e","5587","1054","n/e","31","n/e","n/e","4235"
"Sweden (SE)","19.01.2024 15:00 - 19.01.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12225","n/e","5587","1041","n/e","7","n/e","n/e","4062"
"Sweden (SE)","19.01.2024 16:00 - 19.01.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12353","n/e","5586","1048","n/e","1","n/e","n/e","3854"
"Sweden (SE)","19.01.2024 17:00 - 19.01.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12475","n/e","5588","1064","n/e","0","n/e","n/e","3692"
"Sweden (SE)","19.01.2024 18:00 - 19.01.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12466","n/e","5587","1131","n/e","0","n/e","n/e","3480"
"Sweden (SE)","19.01.2024 19:00 - 19.01.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12255","n/e","5573","1123","n/e","0","n/e","n/e","3225"
"Sweden (SE)","19.01.2024 20:00 - 19.01.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12110","n/e","5573","1077","n/e","0","n/e","n/e","2966"
"Sweden (SE)","19.01.2024 21:00 - 19.01.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12007","n/e","5589","1012","n/e","0","n/e","n/e","2796"
"Sweden (SE)","19.01.2024 22:00 - 19.01.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11906","n/e","5589","953","n/e","0","n/e","n/e","2602"
"Sweden (SE)","19.01.2024 23:00 - 20.01.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11731","n/e","5590","906","n/e","0","n/e","n/e","2516"
"Sweden (SE)","20.01.2024 00:00 - 20.01.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11499","n/e","5590","892","n/e","0","n/e","n/e","2273"
