"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","05.08.2024 23:00 - 06.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8359","n/e","6586","320","n/e","0","n/e","n/e","530"
"Sweden (SE)","06.08.2024 00:00 - 06.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7879","n/e","6588","319","n/e","0","n/e","n/e","508"
"Sweden (SE)","06.08.2024 01:00 - 06.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7697","n/e","6593","314","n/e","0","n/e","n/e","486"
"Sweden (SE)","06.08.2024 02:00 - 06.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7698","n/e","6595","321","n/e","0","n/e","n/e","436"
"Sweden (SE)","06.08.2024 03:00 - 06.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7682","n/e","6596","318","n/e","0","n/e","n/e","393"
"Sweden (SE)","06.08.2024 04:00 - 06.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7741","n/e","6596","322","n/e","1","n/e","n/e","333"
"Sweden (SE)","06.08.2024 05:00 - 06.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8094","n/e","6599","326","n/e","9","n/e","n/e","289"
"Sweden (SE)","06.08.2024 06:00 - 06.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8227","n/e","6602","349","n/e","69","n/e","n/e","244"
"Sweden (SE)","06.08.2024 07:00 - 06.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8437","n/e","6602","383","n/e","255","n/e","n/e","176"
"Sweden (SE)","06.08.2024 08:00 - 06.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8536","n/e","6602","444","n/e","532","n/e","n/e","131"
"Sweden (SE)","06.08.2024 09:00 - 06.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8542","n/e","6423","519","n/e","854","n/e","n/e","145"
"Sweden (SE)","06.08.2024 10:00 - 06.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8521","n/e","6083","593","n/e","1109","n/e","n/e","187"
"Sweden (SE)","06.08.2024 11:00 - 06.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8292","n/e","5925","630","n/e","1310","n/e","n/e","237"
"Sweden (SE)","06.08.2024 12:00 - 06.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7701","n/e","5976","661","n/e","1395","n/e","n/e","307"
"Sweden (SE)","06.08.2024 13:00 - 06.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7577","n/e","6027","676","n/e","1393","n/e","n/e","354"
"Sweden (SE)","06.08.2024 14:00 - 06.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7497","n/e","6021","665","n/e","1318","n/e","n/e","403"
"Sweden (SE)","06.08.2024 15:00 - 06.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8324","n/e","6016","628","n/e","1158","n/e","n/e","502"
"Sweden (SE)","06.08.2024 16:00 - 06.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8503","n/e","6018","549","n/e","894","n/e","n/e","589"
"Sweden (SE)","06.08.2024 17:00 - 06.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8465","n/e","6021","481","n/e","607","n/e","n/e","647"
"Sweden (SE)","06.08.2024 18:00 - 06.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8843","n/e","5868","385","n/e","329","n/e","n/e","695"
"Sweden (SE)","06.08.2024 19:00 - 06.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8918","n/e","6048","331","n/e","102","n/e","n/e","841"
"Sweden (SE)","06.08.2024 20:00 - 06.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8901","n/e","6092","306","n/e","12","n/e","n/e","1035"
"Sweden (SE)","06.08.2024 21:00 - 06.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8725","n/e","6044","305","n/e","1","n/e","n/e","1258"
"Sweden (SE)","06.08.2024 22:00 - 06.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8481","n/e","6088","303","n/e","0","n/e","n/e","1450"
"Sweden (SE)","06.08.2024 23:00 - 07.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8076","n/e","6356","307","n/e","0","n/e","n/e","1519"
"Sweden (SE)","07.08.2024 00:00 - 07.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7472","n/e","6400","298","n/e","1","n/e","n/e","1430"
"Sweden (SE)","07.08.2024 01:00 - 07.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7202","n/e","6447","291","n/e","0","n/e","n/e","1359"
"Sweden (SE)","07.08.2024 02:00 - 07.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7092","n/e","6496","307","n/e","0","n/e","n/e","1309"
"Sweden (SE)","07.08.2024 03:00 - 07.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7068","n/e","6544","299","n/e","0","n/e","n/e","1300"
"Sweden (SE)","07.08.2024 04:00 - 07.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7126","n/e","6594","315","n/e","1","n/e","n/e","1287"
"Sweden (SE)","07.08.2024 05:00 - 07.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7555","n/e","6597","316","n/e","6","n/e","n/e","1312"
"Sweden (SE)","07.08.2024 06:00 - 07.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8278","n/e","6599","345","n/e","47","n/e","n/e","1223"
"Sweden (SE)","07.08.2024 07:00 - 07.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8675","n/e","6598","387","n/e","166","n/e","n/e","1071"
"Sweden (SE)","07.08.2024 08:00 - 07.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8757","n/e","6598","449","n/e","363","n/e","n/e","923"
"Sweden (SE)","07.08.2024 09:00 - 07.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8812","n/e","6598","520","n/e","641","n/e","n/e","992"
"Sweden (SE)","07.08.2024 10:00 - 07.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8745","n/e","6469","574","n/e","913","n/e","n/e","1156"
"Sweden (SE)","07.08.2024 11:00 - 07.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8770","n/e","6464","606","n/e","1095","n/e","n/e","1351"
"Sweden (SE)","07.08.2024 12:00 - 07.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8727","n/e","6515","616","n/e","1176","n/e","n/e","1580"
"Sweden (SE)","07.08.2024 13:00 - 07.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8682","n/e","6514","617","n/e","1196","n/e","n/e","1844"
"Sweden (SE)","07.08.2024 14:00 - 07.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8555","n/e","6585","585","n/e","1146","n/e","n/e","2047"
"Sweden (SE)","07.08.2024 15:00 - 07.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8658","n/e","6584","536","n/e","1000","n/e","n/e","2222"
"Sweden (SE)","07.08.2024 16:00 - 07.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8624","n/e","6584","481","n/e","782","n/e","n/e","2392"
"Sweden (SE)","07.08.2024 17:00 - 07.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8878","n/e","6583","427","n/e","514","n/e","n/e","2423"
"Sweden (SE)","07.08.2024 18:00 - 07.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8726","n/e","6584","368","n/e","262","n/e","n/e","2448"
"Sweden (SE)","07.08.2024 19:00 - 07.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8729","n/e","6580","339","n/e","73","n/e","n/e","2564"
"Sweden (SE)","07.08.2024 20:00 - 07.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8225","n/e","6581","326","n/e","8","n/e","n/e","2916"
"Sweden (SE)","07.08.2024 21:00 - 07.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7468","n/e","6584","321","n/e","1","n/e","n/e","3409"
"Sweden (SE)","07.08.2024 22:00 - 07.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6347","n/e","6582","311","n/e","0","n/e","n/e","3673"
"Sweden (SE)","07.08.2024 23:00 - 08.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5511","n/e","6521","317","n/e","1","n/e","n/e","3702"
"Sweden (SE)","08.08.2024 00:00 - 08.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5178","n/e","6403","284","n/e","0","n/e","n/e","3524"
"Sweden (SE)","08.08.2024 01:00 - 08.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5042","n/e","6400","295","n/e","0","n/e","n/e","3461"
"Sweden (SE)","08.08.2024 02:00 - 08.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5050","n/e","6404","293","n/e","0","n/e","n/e","3363"
"Sweden (SE)","08.08.2024 03:00 - 08.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5152","n/e","6406","279","n/e","0","n/e","n/e","3203"
"Sweden (SE)","08.08.2024 04:00 - 08.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5314","n/e","6401","285","n/e","1","n/e","n/e","3115"
"Sweden (SE)","08.08.2024 05:00 - 08.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5998","n/e","6387","286","n/e","4","n/e","n/e","3017"
"Sweden (SE)","08.08.2024 06:00 - 08.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7074","n/e","6386","325","n/e","32","n/e","n/e","2869"
"Sweden (SE)","08.08.2024 07:00 - 08.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8222","n/e","6390","352","n/e","118","n/e","n/e","2751"
"Sweden (SE)","08.08.2024 08:00 - 08.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8478","n/e","6397","399","n/e","280","n/e","n/e","2593"
"Sweden (SE)","08.08.2024 09:00 - 08.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8605","n/e","6400","453","n/e","471","n/e","n/e","2686"
"Sweden (SE)","08.08.2024 10:00 - 08.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8317","n/e","6400","513","n/e","665","n/e","n/e","2882"
"Sweden (SE)","08.08.2024 11:00 - 08.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7637","n/e","6402","530","n/e","834","n/e","n/e","3228"
"Sweden (SE)","08.08.2024 12:00 - 08.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7389","n/e","6402","549","n/e","888","n/e","n/e","3613"
"Sweden (SE)","08.08.2024 13:00 - 08.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7078","n/e","6401","548","n/e","913","n/e","n/e","4009"
"Sweden (SE)","08.08.2024 14:00 - 08.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6634","n/e","6401","538","n/e","883","n/e","n/e","4404"
"Sweden (SE)","08.08.2024 15:00 - 08.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6861","n/e","6400","497","n/e","784","n/e","n/e","4499"
"Sweden (SE)","08.08.2024 16:00 - 08.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6846","n/e","6398","471","n/e","627","n/e","n/e","4644"
"Sweden (SE)","08.08.2024 17:00 - 08.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7155","n/e","6397","438","n/e","432","n/e","n/e","4646"
"Sweden (SE)","08.08.2024 18:00 - 08.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7509","n/e","6376","387","n/e","246","n/e","n/e","4302"
"Sweden (SE)","08.08.2024 19:00 - 08.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7194","n/e","6378","354","n/e","85","n/e","n/e","4137"
"Sweden (SE)","08.08.2024 20:00 - 08.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6479","n/e","6379","335","n/e","8","n/e","n/e","4141"
"Sweden (SE)","08.08.2024 21:00 - 08.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6076","n/e","6263","334","n/e","1","n/e","n/e","4254"
"Sweden (SE)","08.08.2024 22:00 - 08.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5472","n/e","6150","329","n/e","1","n/e","n/e","4161"
"Sweden (SE)","08.08.2024 23:00 - 09.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5096","n/e","5957","327","n/e","0","n/e","n/e","4013"
"Sweden (SE)","09.08.2024 00:00 - 09.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5291","n/e","5696","323","n/e","0","n/e","n/e","4011"
"Sweden (SE)","09.08.2024 01:00 - 09.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5156","n/e","5698","324","n/e","0","n/e","n/e","3820"
"Sweden (SE)","09.08.2024 02:00 - 09.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5197","n/e","5701","329","n/e","0","n/e","n/e","3590"
"Sweden (SE)","09.08.2024 03:00 - 09.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5325","n/e","5706","324","n/e","0","n/e","n/e","3222"
"Sweden (SE)","09.08.2024 04:00 - 09.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5549","n/e","5709","323","n/e","0","n/e","n/e","3029"
"Sweden (SE)","09.08.2024 05:00 - 09.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6021","n/e","5709","326","n/e","4","n/e","n/e","2809"
"Sweden (SE)","09.08.2024 06:00 - 09.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7305","n/e","5711","333","n/e","36","n/e","n/e","2747"
"Sweden (SE)","09.08.2024 07:00 - 09.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8278","n/e","5711","349","n/e","135","n/e","n/e","2679"
"Sweden (SE)","09.08.2024 08:00 - 09.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8714","n/e","5710","382","n/e","272","n/e","n/e","2756"
"Sweden (SE)","09.08.2024 09:00 - 09.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8708","n/e","5709","424","n/e","418","n/e","n/e","3194"
"Sweden (SE)","09.08.2024 10:00 - 09.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7733","n/e","5709","466","n/e","536","n/e","n/e","3805"
"Sweden (SE)","09.08.2024 11:00 - 09.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5655","n/e","5610","487","n/e","598","n/e","n/e","4356"
"Sweden (SE)","09.08.2024 12:00 - 09.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4442","n/e","5610","465","n/e","569","n/e","n/e","4815"
"Sweden (SE)","09.08.2024 13:00 - 09.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4130","n/e","5610","460","n/e","508","n/e","n/e","5140"
"Sweden (SE)","09.08.2024 14:00 - 09.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4007","n/e","5608","430","n/e","412","n/e","n/e","5597"
"Sweden (SE)","09.08.2024 15:00 - 09.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3947","n/e","5611","381","n/e","324","n/e","n/e","6151"
"Sweden (SE)","09.08.2024 16:00 - 09.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3876","n/e","5610","357","n/e","214","n/e","n/e","6455"
"Sweden (SE)","09.08.2024 17:00 - 09.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4416","n/e","5606","348","n/e","145","n/e","n/e","6816"
"Sweden (SE)","09.08.2024 18:00 - 09.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5547","n/e","5608","331","n/e","76","n/e","n/e","7002"
"Sweden (SE)","09.08.2024 19:00 - 09.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5417","n/e","5606","315","n/e","26","n/e","n/e","7233"
"Sweden (SE)","09.08.2024 20:00 - 09.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5162","n/e","5607","310","n/e","4","n/e","n/e","7608"
"Sweden (SE)","09.08.2024 21:00 - 09.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4631","n/e","5610","307","n/e","0","n/e","n/e","7619"
"Sweden (SE)","09.08.2024 22:00 - 09.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4226","n/e","5609","300","n/e","0","n/e","n/e","7543"
"Sweden (SE)","09.08.2024 23:00 - 10.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4137","n/e","5589","301","n/e","0","n/e","n/e","6853"
"Sweden (SE)","10.08.2024 00:00 - 10.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2736","n/e","5450","309","n/e","1","n/e","n/e","6913"
"Sweden (SE)","10.08.2024 01:00 - 10.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2507","n/e","5450","306","n/e","1","n/e","n/e","6710"
"Sweden (SE)","10.08.2024 02:00 - 10.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2366","n/e","5450","310","n/e","1","n/e","n/e","6342"
"Sweden (SE)","10.08.2024 03:00 - 10.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2347","n/e","5449","310","n/e","1","n/e","n/e","6111"
"Sweden (SE)","10.08.2024 04:00 - 10.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2322","n/e","5450","305","n/e","1","n/e","n/e","5944"
"Sweden (SE)","10.08.2024 05:00 - 10.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2357","n/e","5451","316","n/e","6","n/e","n/e","6033"
"Sweden (SE)","10.08.2024 06:00 - 10.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2348","n/e","5453","334","n/e","61","n/e","n/e","6266"
"Sweden (SE)","10.08.2024 07:00 - 10.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2408","n/e","5456","381","n/e","239","n/e","n/e","6546"
"Sweden (SE)","10.08.2024 08:00 - 10.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2353","n/e","5459","449","n/e","490","n/e","n/e","6765"
"Sweden (SE)","10.08.2024 09:00 - 10.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2346","n/e","5451","517","n/e","784","n/e","n/e","6644"
"Sweden (SE)","10.08.2024 10:00 - 10.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2265","n/e","5446","575","n/e","1026","n/e","n/e","5948"
"Sweden (SE)","10.08.2024 11:00 - 10.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2225","n/e","5445","583","n/e","1201","n/e","n/e","5320"
"Sweden (SE)","10.08.2024 12:00 - 10.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2202","n/e","5442","585","n/e","1288","n/e","n/e","4816"
